date,close
2015-10-27,0.8696410059928894
2015-10-28,1.0024800300598145
2015-10-29,1.2066600322723389
2015-10-30,1.04121994972229
2015-10-31,0.9166269898414612
2015-11-01,1.0556700229644775
2015-11-02,0.9897890090942383
2015-11-03,1.0133600234985352
2015-11-04,0.8990499973297119
2015-11-05,0.8956369757652283
2015-11-06,0.9260320067405701
2015-11-07,0.9279739856719971
2015-11-08,1.0274699926376343
2015-11-09,0.9992780089378357
2015-11-10,0.9343479871749878
2015-11-11,0.791828989982605
2015-11-12,0.8957110047340393
2015-11-13,0.9040960073470785
2015-11-14,0.8888120055198669
2015-11-15,0.9063680171966553
2015-11-16,0.928961992263794
2015-11-17,1.0079799890518188
2015-11-18,0.9933189749717712
2015-11-19,0.9555320143699646
2015-11-20,0.924920022487612
2015-11-21,0.976140022277832
2015-11-22,0.9680179953575134
2015-11-23,0.9469689726829529
2015-11-24,0.9001910090446756
2015-11-25,0.8635370135307312
2015-11-26,0.8841829895973206
2015-11-27,0.867950975894928
2015-11-28,0.9157029986381531
2015-11-29,0.8786140084266663
2015-11-30,0.8731189966201782
2015-12-01,0.8748000264167786
2015-12-02,0.8212100267410563
2015-12-03,0.8121430277824402
2015-12-04,0.8400409817695618
2015-12-05,0.8624380230903625
2015-12-06,0.8355000019073486
2015-12-07,0.8112639784812927
2015-12-08,0.8221179842948914
2015-12-09,0.7921670079231262
2015-12-10,0.840395987033844
2015-12-11,0.9297620058059692
2015-12-12,0.9769729971885681
2015-12-13,0.9528840184211447
2015-12-14,0.9930220246315002
2015-12-15,1.0141500234603882
2015-12-16,0.9911820292472839
2015-12-17,0.9407010078430176
2015-12-18,0.9201269745826721
2015-12-19,0.9080719947815226
2015-12-20,0.9038850069045736
2015-12-21,0.9007710218429565
2015-12-22,0.8642020225524902
2015-12-23,0.8580769896507263
2015-12-24,0.8632619976997375
2015-12-25,0.8703629970550253
2015-12-26,0.8546029925346375
2015-12-27,0.8563650250434875
2015-12-28,0.8450049757957458
2015-12-29,0.873054027557373
2015-12-30,0.9119579792022705
2015-12-31,0.9335420131683634
2016-01-01,0.9480239748954773
2016-01-02,0.9371240139007568
2016-01-03,0.971904993057251
2016-01-04,0.954479992389679
2016-01-05,0.9501760005950928
2016-01-06,0.9508600234985352
2016-01-07,0.9420049786567688
2016-01-08,0.9867889881134033
2016-01-09,0.9868329763412476
2016-01-10,0.9992309808731079
2016-01-11,1.0615999698638916
2016-01-12,1.1410000324249268
2016-01-13,1.1252000331878662
2016-01-14,1.1895899772644043
2016-01-15,1.208009958267212
2016-01-16,1.220289945602417
2016-01-17,1.3274699449539185
2016-01-18,1.4263399839401245
2016-01-19,1.3713899850845337
2016-01-20,1.5318200588226318
2016-01-21,1.553570032119751
2016-01-22,1.5012700557708456
2016-01-23,1.9726699590682983
2016-01-24,2.141200065612793
2016-01-25,2.499269962310791
2016-01-26,2.276370048522949
2016-01-27,2.388550043106079
2016-01-28,2.5264899730682373
2016-01-29,2.494960069656372
2016-01-30,2.4450600147247314
2016-01-31,2.306040048599243
2016-02-01,2.2116899490356445
2016-02-02,2.4396400451660156
2016-02-03,2.5286900997161865
2016-02-04,2.5780398845672607
2016-02-05,2.538990020751953
2016-02-06,2.5344600677490234
2016-02-07,2.9643399715423584
2016-02-08,3.1797900199890137
2016-02-09,4.044640064239502
2016-02-10,4.436260223388672
2016-02-11,6.0131001472473145
2016-02-12,5.546979904174805
2016-02-13,5.385320186615019
2016-02-14,5.239729881286621
2016-02-15,5.2883501052856445
2016-02-16,4.3152899742126465
2016-02-17,3.757240056991577
2016-02-18,4.399129867553711
2016-02-19,4.737889766693115
2016-02-20,4.341330051422119
2016-02-21,4.653619766235352
2016-02-22,5.616499900817843
2016-02-23,5.586209774017334
2016-02-24,6.2364702224731445
2016-02-25,6.104800224304199
2016-02-26,5.921669960021973
2016-02-27,6.4258599281311035
2016-02-28,6.468349933624268
2016-02-29,6.336989879608154
2016-03-01,7.653689861297607
2016-03-02,8.4653902053833
2016-03-03,9.294150352478027
2016-03-04,10.406000137329102
2016-03-05,11.003700256347656
2016-03-06,11.38290023803711
2016-03-07,9.552630424499512
2016-03-08,9.847209930419922
2016-03-09,11.89799976348877
2016-03-10,11.305000305175781
2016-03-11,11.082799911498995
2016-03-12,13.533300399780273
2016-03-13,14.475000381469727
2016-03-14,12.45259952545166
2016-03-15,13.010000228881836
2016-03-16,12.520899772644043
2016-03-17,11.081500053405762
2016-03-18,10.998100280761719
2016-03-19,10.530699729919434
2016-03-20,10.31980037689209
2016-03-21,11.864100456237793
2016-03-22,11.274800300598145
2016-03-23,12.41670036315918
2016-03-24,11.234999656677246
2016-03-25,10.743200302124023
2016-03-26,10.973999977111816
2016-03-27,10.41919994354248
2016-03-27,11.665599822998047
2016-03-28,11.656399726867676
2016-03-29,11.952899932861328
2016-03-30,11.403499603271484
2016-03-31,11.663599967956543
2016-04-01,11.598899841308594
2016-04-02,11.618300437927246
2016-04-03,11.157299995422363
2016-04-04,10.43809986114502
2016-04-05,10.685400009155273
2016-04-06,10.069700241088896
2016-04-07,9.719590187072754
2016-04-08,9.150620460510254
2016-04-09,8.93634033203125
2016-04-10,8.643790245056152
2016-04-11,7.442309856414795
2016-04-12,8.04442024230957
2016-04-13,8.387240409851074
2016-04-14,8.242779731750488
2016-04-15,8.60949993133545
2016-04-16,9.309100151062012
2016-04-17,9.03600025177002
2016-04-18,8.714879989624023
2016-04-19,8.465789794921875
2016-04-20,8.10216999053955
2016-04-21,7.82125997543335
2016-04-22,8.294790267944336
2016-04-23,8.001350402832031
2016-04-24,7.55433988571167
2016-04-25,7.397039890289307
2016-04-26,7.759970188140869
2016-04-27,7.172530174255371
2016-04-28,7.457290172576904
2016-04-29,8.813980102539034
2016-04-30,8.846500396728516
2016-05-01,10.163200378417969
2016-05-02,9.311269760131836
2016-05-03,9.413769721984863
2016-05-04,9.82610034942627
2016-05-05,9.346639633178711
2016-05-06,9.37051010131836
2016-05-07,9.482930183410645
2016-05-08,9.297730445861816
2016-05-09,9.361519813537598
2016-05-10,9.9962797164917
2016-05-11,10.05780029296875
2016-05-12,10.506600379943848
2016-05-13,10.239700317382812
2016-05-14,9.962349891662598
2016-05-15,11.171299934387207
2016-05-16,12.198800086975098
2016-05-17,13.558600425720215
2016-05-18,14.769700050354004
2016-05-19,13.635600090026855
2016-05-20,14.015000343322754
2016-05-21,14.286100387573214
2016-05-22,13.46150016784668
2016-05-23,12.7322998046875
2016-05-24,12.526000022888184
2016-05-25,12.430399894714355
2016-05-26,11.29580020904541
2016-05-27,11.892900466918974
2016-05-28,12.35039997100833
2016-05-29,12.725299835205078
2016-05-30,14.077300071716309
2016-05-31,14.001500129699707
2016-06-01,13.73799991607666
2016-06-02,13.846699714660645
2016-06-03,13.740400314331055
2016-06-04,13.975000381469727
2016-06-05,13.934100151062012
2016-06-06,14.51200008392334
2016-06-07,14.417699813842773
2016-06-08,14.398599624633789
2016-06-09,13.908599853515625
2016-06-10,14.19159984588623
2016-06-11,15.74370002746582
2016-06-12,17.602699279785156
2016-06-13,18.893199920654297
2016-06-14,18.354299545288086
2016-06-15,20.588600158691406
2016-06-16,15.376799583435059
2016-06-17,11.330699920654297
2016-06-18,12.234199523925781
2016-06-19,11.839500427246094
2016-06-20,13.306699752807617
2016-06-21,13.095100402832031
2016-06-22,13.676199913024902
2016-06-23,14.332099914550781
2016-06-24,14.282999992370605
2016-06-25,13.850199699401855
2016-06-26,13.883899688720703
2016-06-27,12.175600051879883
2016-06-28,12.611200332641602
2016-06-29,12.46150016784668
2016-06-30,12.19950008392334
2016-07-01,12.128399848937988
2016-07-02,11.720199584960938
2016-07-03,11.470999717712402
2016-07-04,10.611399650573702
2016-07-05,10.528900146484375
2016-07-06,10.109399795532227
2016-07-07,11.394599914550781
2016-07-08,10.965499877929716
2016-07-09,10.947600364685059
2016-07-10,10.458999633789062
2016-07-11,10.51609992980957
2016-07-12,10.500499725341797
2016-07-13,11.513199806213379
2016-07-14,11.951600074768066
2016-07-15,11.652799606323214
2016-07-16,11.158699989318848
2016-07-17,11.03439998626709
2016-07-18,11.619099617004395
2016-07-19,12.450599670410156
2016-07-20,12.650699615478516
2016-07-21,14.66189956665039
2016-07-22,14.299699783325195
2016-07-23,12.749500274658203
2016-07-24,13.836099624633789
2016-07-25,11.989500045776367
2016-07-26,12.972800254821777
2016-07-27,12.843600273132324
2016-07-28,12.794599533081055
2016-07-29,12.461000442504883
2016-07-30,11.875900268554688
2016-07-31,10.94159984588623
2016-08-01,8.787280082702637
2016-08-02,10.293899536132841
2016-08-03,11.042799949645996
2016-08-04,10.925399780273438
2016-08-05,10.881099700927734
2016-08-06,10.911600112915039
2016-08-07,11.245400428771973
2016-08-08,12.24429988861084
2016-08-09,12.143199920654297
2016-08-10,11.690899848937988
2016-08-11,11.778499603271484
2016-08-12,11.57129955291748
2016-08-13,11.19480037689209
2016-08-14,11.218400001525879
2016-08-15,11.139699935913086
2016-08-16,10.752799987792969
2016-08-17,10.756099700927734
2016-08-18,10.748700141906738
2016-08-19,11.247400283813477
2016-08-20,11.179200172424316
2016-08-21,11.12090015411377
2016-08-22,11.030599594116211
2016-08-23,11.03600025177002
2016-08-24,11.357399940490723
2016-08-25,11.29539966583252
2016-08-26,11.148200035095215
2016-08-27,10.929300308227539
2016-08-28,10.983799934387207
2016-08-29,11.228899955749512
2016-08-30,11.67240047454834
2016-08-31,11.99489974975586
2016-09-01,12.11299991607666
2016-09-02,11.758700370788574
2016-09-03,11.679900169372559
2016-09-04,11.717000007629395
2016-09-05,11.68910026550293
2016-09-06,11.547900199890137
2016-09-07,11.345899581909208
2016-09-08,11.652799606323214
2016-09-09,12.168499946594238
2016-09-10,11.638400077819824
2016-09-11,11.893699645996094
2016-09-12,11.918700218200684
2016-09-13,11.923199653625488
2016-09-14,11.937000274658203
2016-09-15,12.555800437927246
2016-09-16,12.698599815368652
2016-09-17,12.43120002746582
2016-09-18,13.189000129699707
2016-09-19,14.430299758911133
2016-09-20,13.768500328063965
2016-09-21,13.247599601745605
2016-09-22,13.331299781799316
2016-09-23,12.877900123596191
2016-09-24,13.100899696350098
2016-09-25,12.823100090026827
2016-09-26,13.098299980163574
2016-09-27,13.274800300598145
2016-09-28,13.073399543762207
2016-09-29,13.224800109863281
2016-09-30,13.172699928283691
2016-10-01,13.199700355529814
2016-10-02,13.452400207519531
2016-10-03,13.277000427246094
2016-10-04,13.035699844360352
2016-10-05,12.854299545288086
2016-10-06,12.667099952697754
2016-10-07,12.219099998474121
2016-10-08,12.05370044708252
2016-10-09,11.755499839782715
2016-10-10,11.785699844360352
2016-10-11,11.933500289916992
2016-10-12,11.963000297546387
2016-10-13,11.938199996948242
2016-10-14,11.983400344848633
2016-10-15,11.951600074768066
2016-10-16,12.005000114440918
2016-10-17,12.588500022888212
2016-10-18,12.022600173950195
2016-10-19,12.098999977111816
2016-10-20,12.175399780273438
2016-10-21,12.071499824523926
2016-10-22,12.03600025177002
2016-10-23,11.96899986267087
2016-10-24,11.413999557495117
2016-10-25,11.531999588012695
2016-10-26,11.499699592590332
2016-10-27,11.085100173950195
2016-10-28,10.444600105285645
2016-10-29,11.18280029296875
2016-10-31,10.998200416564941
2016-11-01,10.76609992980957
2016-11-02,10.752599716186523
2016-11-03,10.800999641418457
2016-11-04,11.090700149536133
2016-11-05,11.0024995803833
2016-11-06,10.873499870300293
2016-11-07,10.808799743652344
2016-11-08,10.833700180053711
2016-11-09,10.655500411987305
2016-11-10,10.524499893188477
2016-11-11,10.289899826049805
2016-11-12,9.877960205078125
2016-11-13,10.101499557495117
2016-11-14,9.966480255126953
2016-11-15,10.217499732971191
