date,high,low,open,close,volume,adj close,lag_1,lag_2,lag_3,lag_4,lag_5,upper_band,middle_band,lower_band,ewm_30,ewm_15,dema_15,dema_30,kama_15,kama_30,MIDPOINT_15,MIDPOINT_30,SAR,SMA_5,NEW_SMA_5,SMA_7,SMA_14,SMA_30,trima_15,trima_30,WMA_5,WMA_7,WMA_14,WMA_30,roll_var_5,roll_var_7,roll_var_14,roll_var_30,5 Day STD,7 Day STD,14 Day STD,30 Day STD,ADX_5,ADX_10,ADX_30,ADXR_10,APO,aroondown,aroonup,aroon_osc,BOP,CCI_30,CMO_10,DX_10,macd,macdsignal,macdhist,MINUS_DI_10,MINUS_DM_10,MOM_10,PLUS_DI_10,PLUS_DM_10,PPO,roc_5,roc_10,roc_30,rsi_5,rsi_10,rsi_30,slowk,slowd,fastk,fastd,fastk_rsi,fastd_rsi,TRIX_10,ULTOSC,WILLR,HT_DCPERIOD,HT_DCTREND,percent_change,short_result,future,Next_day,Next_30,Next_5
2015-09-06,1.3054800033569336,1.2378499507904053,1.2958999872207642,1.246649980545044,489014.0,1.246649980545044,1.2958300113677979,1.3388099670410156,1.2744100093841553,1.264930009841919,1.2947900295257568,,,,1.286022920219848,1.287189828402403,,,,,,,1.1204999685287476,1.2841259956359863,1.2841259956359863,1.2952899932861328,,,,,1.2831166585286458,1.2867571370942252,,,0.0012486646698562417,0.0014650033092304322,,,0.0353364495932492,0.03827536164728469,,,17.099874755043285,,,,,0.0,30.0,30.0,-0.7282266508261622,,12.451832331932836,16.013599810680425,,,,19.07551801117293,0.1694400429725647,0.05526995658874512,26.349736478062187,0.23405395746231078,,-3.7179811307587185,4.639154214220098,,46.450432417180245,56.22591616596642,,,,,,,,,,-60.609752679140165,,0,20.01558945384465,strong buy,1.0387400388717651,1.2424299716949463,0.609387993812561,1.0387400388717651
2015-09-07,1.2823799848556519,1.2306100130081177,1.246649980545044,1.2424299716949463,427892.0,1.2424299716949463,1.246649980545044,1.2958300113677979,1.3388099670410156,1.2744100093841553,1.264930009841919,,,,1.2809168442487593,1.2801836890832639,,,,,,,1.1204999685287476,1.2796259880065919,1.2796259880065919,1.2796928542000907,,,,,1.2692179838816324,1.2735421316964286,,,0.0015658702194969194,0.0011182282516307145,,,0.039571078068419106,0.03343992003026793,,,14.716211025300273,,,,,0.0,20.0,20.0,-0.0815146058515513,,11.276345288897687,13.745872197994046,,,,18.765903060042326,0.15973597645759582,0.05988001823425293,24.747151997725936,0.2106485617160797,,-1.778757557486088,5.063635414217904,,45.377609663598186,55.638172644448844,,,,,,,,,,-68.15642133293024,,0,32.73781523575121,strong buy,0.9360030293464661,1.2065099477767944,0.6217160224914551,0.9360030293464661
2015-09-08,1.2604800462722778,1.2018400430679321,1.2393499612808228,1.2065099477767944,366748.0,1.2065099477767944,1.2424299716949463,1.246649980545044,1.2958300113677979,1.3388099670410156,1.2744100093841553,,,,1.2726371403007195,1.2690041967626782,,,,,,,1.1204999685287476,1.2660459756851197,1.2660459756851197,1.2670814139502389,,,,,1.2448459704717,1.2552464050906045,,,0.0026650365276566575,0.0017873072705503676,,,0.05162399178343977,0.04227655698552529,,,16.139130231624826,,,,,0.0,10.0,10.0,-0.5600274848142336,,1.2650213405383208,4.708809949223803,,,,20.920037885928394,0.17253234875202178,-0.11276006698608398,22.987563382942504,0.18958370554447174,,-5.327960476406868,-8.54715605784091,,36.42630063468633,50.63251067026916,,,,,,,,,,-97.18153178496878,,0,37.78890696633246,strong buy,0.8756219744682312,1.1657700538635254,0.6506279706954956,0.8756219744682312
2015-09-09,1.2215700149536133,1.1361500024795532,1.207610011100769,1.1657700538635254,662782.0,1.1657700538635254,1.2065099477767944,1.2424299716949463,1.246649980545044,1.2958300113677979,1.3388099670410156,,,,1.2612766124641022,1.2537471365304924,,,,,,,1.1204999685287476,1.2314379930496215,1.2314379930496215,1.2529157059533256,1.2666557090623038,,,,1.2114206631978353,1.2299185650689262,1.2586584704262869,,0.0023580614648153826,0.003263089297484647,0.004062149676737463,,0.048559875049421025,0.057123456631095484,0.0637349956988895,,22.49676386699764,,,,,100.0,0.0,-100.0,-0.4898144594622883,,-9.047056592055087,12.856110295426038,,,,26.697715493629058,0.22096915446519852,-0.19246995449066162,20.615124588741022,0.17062533499002455,,-12.924904761497713,-14.170540795943875,,28.465495787943198,45.47647170397246,,,,,,,,,,-88.45627250650774,,0,23.43897477565029,strong buy,0.9444100260734558,0.9829779863357544,0.6278570294380188,0.9444100260734558
2015-09-10,1.1690700054168701,0.9406750202178955,1.16497004032135,0.9829779863357544,1942600.0,0.9829779863357544,1.1657700538635254,1.2065099477767944,1.2424299716949463,1.246649980545044,1.2958300113677979,,,,1.2328787400944943,1.2146216403408705,,,,,1.1706089973449707,,1.39614999294281,1.168867588043213,1.168867588043213,1.211282559803554,1.2517698492322649,,1.2782421503216028,,1.1286006609598795,1.1624341351645333,1.220834774062747,,0.011860752714774509,0.013308278528161322,0.00957787106772427,,0.10890708294126011,0.1153615123347528,0.09786659832508879,,33.35177509613582,,,,,100.0,0.0,-100.0,-0.796830341204938,,-39.67318349208006,43.94597831436149,,,,40.516572671386236,0.3943472212803364,-0.3686319589614868,15.77756370650227,0.15356280149102208,,-24.142983438222444,-27.27354591049702,,12.789373462222233,30.16340825395998,,,,,,,,,,-90.22947031819895,,0,8.355938102234894,buy,0.9071750044822693,1.0387400388717651,0.6349629759788513,0.9071750044822693
2015-09-11,1.1148899793624878,0.9697800278663635,0.9872279763221741,1.0387400388717651,772430.0,1.0387400388717651,0.9829779863357544,1.1657700538635254,1.2065099477767944,1.2424299716949463,1.246649980545044,,,,1.213785117196545,1.1896932134048777,,,0.9848849944575006,,1.1706089973449707,,1.39614999294281,1.1272855997085571,1.1272855997085571,1.1684154272079468,1.241497712475913,,1.2670005559921265,,1.0852248112360636,1.1192985049315862,1.1924307993480137,,0.012420195139959862,0.013415702617161601,0.012586568838649375,,0.11144592922112437,0.11582617414540464,0.11218987850358594,,42.03578407944635,,,,,90.0,40.0,-50.0,0.3549864224919605,,-25.364821977059126,43.9459783143615,,,,34.75858544259793,0.3549124991523028,-0.2560499906539917,13.5353451689113,0.13820652134191988,,-16.677491270033883,-19.77540642228881,,27.924872069562927,37.317589011470446,,,,21.530275981397615,15.746988501578867,,,,,-77.35035475208653,,0,18.817573570128964,strong buy,0.8742309808731079,0.9360030293464661,0.6260300278663635,0.8742309808731079
2015-09-12,1.0427000522613525,0.9028319716453552,1.0417799949645996,0.9360030293464661,644138.0,0.9360030293464661,1.0387400388717651,0.9829779863357544,1.1657700538635254,1.2065099477767944,1.2424299716949463,,,,1.1873592331167748,1.1543284529262778,,,0.9821230126863101,,1.1471215188503265,,1.39614999294281,1.0660002112388611,1.0660002112388611,1.1170115726334708,1.2141214992318834,,1.247161510400474,,1.0214639544486999,1.061195405466216,1.1516981749307542,,0.01355802042115501,0.01662979471171129,0.018493189738279344,,0.11643891283052676,0.12895656133641006,0.1359896677629567,,50.0452165489594,,,,,100.0,30.0,-70.0,-0.7562623663117272,,-38.30333139708604,51.293349386380825,,,,36.489905506695195,0.3863693054580808,-0.3289269804954529,11.747384043297352,0.12438586920772789,,-24.663518212656033,-26.003571575992545,,19.950725670379168,30.848334301456976,,,,6.724071748660032,12.51400252297463,3.3461459792749304,10.476516340071143,,,-92.95444005941627,,0,9.642667480679634,buy,0.8536850214004517,0.8756219744682312,0.6076549887657166,0.8536850214004517
2015-09-13,0.9493870139122009,0.8717600107192993,0.9405660033226013,0.8756219744682312,741085.0,0.8756219744682312,0.9360030293464661,1.0387400388717651,0.9829779863357544,1.1657700538635254,1.2065099477767944,,,,1.1585841029215713,1.116027966281651,,,0.9645137553115919,,1.116930991411209,,1.39614999294281,0.9998226165771484,0.9998226165771484,1.0640075717653548,1.1796487825257438,,1.2189867133274674,,0.9580045421918233,1.000848005924906,1.1065649049622672,,0.01220889962062623,0.0202626034684342,0.02442969964859917,,0.11049388951714131,0.14234677189326844,0.1563000308656373,,56.87243689063514,,,,,100.0,20.0,-80.0,-0.8366164631266965,,-44.577524225774326,54.37721317573887,,,,36.75635114952453,0.3788043358383286,-0.3987880349159241,10.862530411295053,0.1119472822869551,,-27.425217166114724,-31.29197291134225,,16.491117674908466,27.711237887112837,,9.665212007454546,12.642067677336016,0.741288292305992,9.665212007454546,0.0,10.476516340071143,,,-99.23050046151208,,0,-0.7671204339565141,hold,0.8823909759521484,0.9444100260734558,0.5229679942131042,0.8823909759521484
2015-09-14,1.0455399751663208,0.8751890063285828,0.8751890063285828,0.9444100260734558,703390.0,0.9444100260734558,0.8756219744682312,0.9360030293464661,1.0387400388717651,0.9829779863357544,1.1657700538635254,,,,1.1393491434075662,1.0927332079746357,,,0.9617333107302896,,1.1136159598827362,,1.39614999294281,0.9555506110191345,0.9555506110191345,1.0214332938194275,1.150563074009759,,1.187224105000496,,0.9395336786905925,0.9709486195019313,1.0751997374352955,,0.0036418873365686895,0.015226109491862733,0.025500694485308208,,0.06034805163854662,0.12339412259853681,0.15968936872975673,,50.84942278366885,,,,,90.0,10.0,-80.0,0.4063435636272028,,-28.089134577498925,26.777707250312062,,,,31.053077653857635,0.34092390225449576,-0.3943999409675598,17.9351527335967,0.19690551531237946,,-18.9883096633381,-29.458993485031105,,33.028920812106286,35.95543271125054,,7.313645651605332,9.830953394011503,14.475576913849972,7.313645651605332,85.82025284536954,29.722132941548153,,,-85.52442308615004,,0,0.6356317325917349,hold,0.938444972038269,0.9071750044822693,0.5618780255317688,0.938444972038269
2015-09-15,0.9526979923248291,0.9016389846801758,0.9419770240783691,0.9071750044822693,615593.0,0.9071750044822693,0.9444100260734558,0.8756219744682312,0.9360030293464661,1.0387400388717651,0.9829779863357544,,,,1.1190120031632569,1.0678137905916434,,,0.9537462032601798,,1.1072159707546234,,1.39614999294281,0.9403900146484375,0.9403900146484375,0.9786711590630668,1.1228762865066528,,1.152032669633627,,0.9234084765116374,0.9423840471676418,1.04274799483163,,0.0037515673314374174,0.009559674101821162,0.027631811628347762,,0.06125003944029275,0.09777358591061883,0.166228191436795,,46.031011498095815,29.44423259447911,,,,80.0,0.0,-80.0,-0.6816039167526627,,-32.705031925475865,26.777707250312066,,,,29.527268112023226,0.3068315120290462,-0.38865500688552856,17.05389943303118,0.17721496378114152,,-7.711564542361293,-29.99274623029362,,29.126119927819015,33.64748403726207,,7.424444207389377,8.134433955483084,7.056467416012166,7.424444207389377,61.79501533206965,49.20508939247973,,,-91.83459504654225,,0,-1.2917721908937363,hold,0.9190469980239868,0.8742309808731079,0.5364949703216553,0.9190469980239868
2015-09-16,0.9092040061950684,0.8311319947242737,0.9068650007247925,0.8742309808731079,897940.0,0.8742309808731079,0.9071750044822693,0.9444100260734558,0.8756219744682312,0.9360030293464661,1.0387400388717651,,,,1.0980542389863237,1.042056114696418,,,0.9426048740832825,,1.1065204739570618,,1.39614999294281,0.907488203048706,0.907488203048706,0.9370227200644357,1.0949692130088806,,1.1139165628701448,,0.9013554652531942,0.916274002620152,1.009595287413824,,0.0010744784445961561,0.0035196086164275392,0.029996577873212804,,0.032779238011219174,0.05932628942069055,0.173195201646041,,46.03177973443793,30.197573246643877,,,,100.0,0.0,-100.0,-0.4179989632250267,,-36.69943367487545,36.977639116126795,,,,34.21041088240654,0.3466553507820437,-0.37241899967193604,15.739947589465888,0.15949346740302736,,-15.83736563937016,-29.873581637494738,,25.759771527762954,31.650283162562275,,9.825480512289284,8.187856790427999,7.9443972070057125,9.825480512289284,47.77962383805554,65.13163067183159,,,-90.44893559829791,,0,-3.056678334282681,hold,0.9017959833145142,0.8536850214004517,0.5471779704093933,0.9017959833145142
2015-09-17,0.8881019949913025,0.8339080214500427,0.8745740056037903,0.8536850214004517,484622.0,0.8536850214004517,0.8742309808731079,0.9071750044822693,0.9444100260734558,0.8756219744682312,0.9360030293464661,,,,1.0775641212863205,1.0171922422572077,,,0.9303691052580672,,1.0962474942207336,,1.39614999294281,0.8910246014595031,0.8910246014595031,0.9185522965022496,1.0649174281529017,,1.0729400645941496,,0.8834210713704427,0.8954395779541561,0.9774240618660337,,0.0012560874821570599,0.003927140232190081,0.031025464403514304,,0.03544132449778168,0.06266689901527027,0.17614046781905146,,46.03239432351163,30.875579833592166,,,,90.0,0.0,-90.0,-0.38544847034394164,,-39.20023023722303,36.977639116126795,,,,32.29149048613229,0.3119898157038393,-0.38874495029449463,14.857067036831346,0.14354412066272462,,-8.794630504934398,-31.289083421270135,,23.63059853218294,30.399884881388484,,6.3860145564473845,7.87864642537535,4.157179046324272,6.3860145564473845,32.61260864922446,47.39574927311656,,,-94.74714591230506,,0,-4.4460137575460195,hold,0.8934059739112854,0.8823909759521484,0.5177339911460876,0.8934059739112854
2015-09-18,0.9118829965591431,0.8337839841842651,0.849602997303009,0.8823909759521484,386988.0,0.8823909759521484,0.8536850214004517,0.8742309808731079,0.9071750044822693,0.9444100260734558,0.8756219744682312,,,,1.0615094291870175,0.9995228522157549,,,0.9244972715933368,,1.0962474942207336,,1.39614999294281,0.8923784017562866,0.8923784017562866,0.8962167160851615,1.032316071646554,,1.0347973946481943,,0.8805431962013245,0.8863992478166308,0.9530872015725999,,0.0012131211558948428,0.0011555403355348506,0.026673072453488232,,0.03482988882978013,0.033993239556341946,0.16331892864419675,,42.47511305236677,30.734805069019693,,,,80.0,0.0,-80.0,0.4198257782282314,,-31.15639274416292,29.467832187867433,,,,29.6302393159724,0.2807908341334554,-0.324118971824646,16.142117902424097,0.15297071016429273,,0.7730506635615253,-26.864177325839034,,33.264097581164414,34.42180362791854,,7.1833659954677715,7.798287021401481,9.448521733073326,7.1833659954677715,72.3946381113224,50.9289568662008,,,-86.87141657009589,,0,8.453799386686311,buy,0.8136100172996521,0.938444972038269,0.48901399970054626,0.8136100172996521
2015-09-19,0.9477409720420837,0.8732050061225891,0.8811910152435303,0.938444972038269,508314.0,0.938444972038269,0.8823909759521484,0.8536850214004517,0.8742309808731079,0.9071750044822693,0.9444100260734558,,,,1.0515627843039694,0.9915652875171165,,,0.9262936681806325,,1.0747575163841248,,1.39614999294281,0.8911853909492493,0.8911853909492493,0.8965655650411334,1.0067885688373022,,0.9987699575722218,,0.895898719628652,0.8969563118049076,0.9405710549581618,,0.0010650518045281564,0.001188777503660838,0.021307613939548845,,0.032635131446466646,0.03447865286899762,0.14597127778966945,,34.84001061079302,29.518951977012943,,,,70.0,0.0,-70.0,0.7681386574714556,,-16.54447852487601,18.57627414895221,,,,27.248883361949535,0.2527117507201099,-0.22732508182525635,18.711210354134423,0.17353161463080413,,-0.6316169746722666,-19.49999325097339,,48.974755301767885,41.727760737562,,12.076319839306677,8.548566797073946,22.62325873852243,12.076319839306677,100.0,68.3357489201823,,,-68.24477450936644,,0,27.467492113682155,strong buy,0.7362229824066162,0.9190469980239868,0.4348289966583252,0.7362229824066162
2015-09-20,0.9573259949684143,0.8783010244369507,0.9414960145950317,0.9190469980239868,424039.0,0.9190469980239868,0.938444972038269,0.8823909759521484,0.8536850214004517,0.8742309808731079,0.9071750044822693,,,,1.0410241092827421,0.9821668785760975,,,0.9254071921469126,,1.0501675009727478,,1.39614999294281,0.8935597896575928,0.8935597896575928,0.9027691398348127,0.9833883558000837,,0.9687714409083128,,0.9051859219868977,0.902576670050621,0.9288721788497198,,0.0011881549449583593,0.0011550092472161313,0.016884468311836234,,0.03446962351053982,0.0339854269829898,0.12994024900636536,,28.237106017676155,28.135634195560908,,,,60.0,0.0,-60.0,-0.2840749755434188,,-19.972656316095488,15.68577416249258,,,,24.892164543226755,0.22744057564809889,-0.06393098831176758,18.141933164004122,0.16576347609405429,,1.3086773205896352,-6.503806718000171,,44.448379872810506,40.01367184195225,,17.184805484999174,12.148163773257876,19.482635983401764,17.184805484999174,84.86839971259398,85.75434594130547,,,-69.01761076016837,,0,16.932452863156033,strong buy,0.7859640121459961,0.9017959833145142,0.44732901453971863,0.7859640121459961
2015-09-21,0.9193369746208191,0.8652250170707703,0.9193369746208191,0.9017959833145142,487914.0,0.9017959833145142,0.9190469980239868,0.938444972038269,0.8823909759521484,0.8536850214004517,0.8742309808731079,,,,1.0301153745487328,0.9717984679562375,,,0.9227336131880345,,1.048057496547699,,1.39614999294281,0.899072790145874,0.899072790145874,0.8966814194406781,0.9590573566300529,,0.9457476437091827,,0.9079313198725383,0.9023333809205464,0.9179931958516439,,0.0010737214862104058,0.0008229361221650068,0.011597298403669583,,0.03276768966848908,0.028686863233281654,0.10769075356626298,,24.078370670932422,27.19108815242555,,,,50.0,0.0,-50.0,-0.32416109304641305,,-23.09429464443041,18.69017376420733,,,,24.847252415104393,0.21777252544946943,-0.13694405555725098,17.021845298858896,0.14918712848464885,,3.153057149024474,-13.183669679855004,,40.30715573712142,38.45285267778479,,19.52144468488115,16.260856669729,16.458439332719262,19.52144468488115,71.08983095014732,85.31941022091378,,,-67.04227685716184,,0,25.10365751609602,strong buy,0.7208390235900879,0.8934059739112854,0.5677019953727722,0.7208390235900879
2015-09-22,0.9089099764823914,0.8851360082626343,0.9035599827766418,0.8934059739112854,200541.0,0.8934059739112854,0.9017959833145142,0.9190469980239868,0.938444972038269,0.8823909759521484,0.8536850214004517,,,,1.0195501595994865,0.9617256471153292,,,0.9193772488109452,,1.030097484588623,,1.39614999294281,0.9070169806480408,0.9070169806480408,0.8947144150733948,0.9366927870682308,,0.9266494074836373,,0.9060423811276753,0.9015145195381982,0.9092396781558082,,0.00048784959642917487,0.0008018577010190952,0.006679981756288912,,0.022087317547162102,0.028317092029710524,0.0817311553588282,,20.751382393537433,26.340996713603726,,,,40.0,20.0,-20.0,-0.4271061848613928,,-24.68192246872008,18.690173764207334,,,,24.120281843028266,0.19599527290452248,-0.042597055435180664,16.523827231992858,0.13426841563618397,,4.65288150958445,-4.550952731950309,,38.14650123519871,37.65903876563996,,17.296949545829257,18.001066571903195,15.94977332136675,17.296949545829257,44.30952836348367,66.75591967540835,,,-70.95538185723272,,0,53.272853291535796,strong buy,0.5828859806060791,0.8136100172996521,0.5396569967269897,0.5828859806060791
2015-09-23,0.9085710048675537,0.7934600114822388,0.8967959880828857,0.8136100172996521,842505.0,0.8136100172996521,0.8934059739112854,0.9017959833145142,0.9190469980239868,0.938444972038269,0.8823909759521484,,,,1.0038352536486548,0.9427601804316481,,,0.9059690299585546,,0.9896900355815887,,1.39614999294281,0.8932607889175415,0.8932607889175415,0.886054277420044,0.9115384987422398,,0.9113275771960616,,0.8749067266782125,0.8812384200947625,0.8928286421866644,,0.002280913756442633,0.0017407520964156122,0.0031272616758952886,,0.04775891284820701,0.041722321321034046,0.05592192482287505,,27.332373993113908,27.492577863341722,,,,100.0,10.0,-90.0,-0.7226587864182739,,-38.17038914977544,37.85680821098371,,,,31.67094105030162,0.26807174239446574,-0.0620119571685791,14.276649730750925,0.12084157407256557,,-7.794839308989743,-7.082046702429922,,23.29867559678489,30.91480542511228,,12.590940398534746,16.469778209748387,5.364608541518227,12.590940398534746,0.0,38.46645310454368,,,-92.00650241180365,,0,23.06056991996801,strong buy,0.6611459851264954,0.7362229824066162,0.5635899901390076,0.6611459851264954
2015-09-24,0.8256649971008301,0.7127450108528137,0.8200309872627258,0.7362229824066162,903457.0,0.7362229824066162,0.8136100172996521,0.8934059739112854,0.9017959833145142,0.9190469980239868,0.938444972038269,,,,0.9836522609760074,0.9163944076377816,0.788563448211824,,0.8827973028113102,,0.8874815106391907,,1.39614999294281,0.852816390991211,0.852816390991211,0.8692739861352103,0.8939131413187299,,0.8990412307903171,,0.8225607911745707,0.8437805963414056,0.8694532400085813,,0.005891042669282261,0.004979185596567588,0.004764398963596173,,0.07675312807490169,0.07056334456761236,0.06902462577657464,,35.884127904487514,29.69349058294866,,29.568861588713887,,100.0,0.0,-100.0,-0.7421892938601191,,-48.172051475379504,49.50170505941107,,,,36.81006389444545,0.3219795687844442,-0.2081870436668396,12.433607112272975,0.10875741666530901,,-21.54862518922488,-22.044137389393505,,15.829499885310122,25.913974262310248,,9.050855979374363,12.979581974579459,5.838186075238115,9.050855979374363,0.0,14.769842787827912,-1.8934094034111948,,-90.40073714696247,,0,-0.3277656690920838,hold,0.738644003868103,0.7859640121459961,0.616038978099823,0.738644003868103
