,future
1398,9510.2001953125
1399,9598.173828125
1400,9630.6640625
1401,9757.970703125
1402,10346.7607421875
1403,10623.5400390625
1404,10594.4931640625
1405,10575.533203125
1406,10353.302734375
1407,10517.2548828125
1408,10441.2763671875
1409,10334.974609375
1410,10115.9755859375
1411,10178.3720703125
1412,10410.126953125
1413,10360.546875
1414,10358.048828125
1415,10347.712890625
1416,10276.7939453125
1417,10241.2724609375
1418,10198.248046875
1419,10266.4150390625
1420,10181.6416015625
1421,10019.716796875
1422,10070.392578125
1423,9729.32421875
1424,8620.56640625
1425,8486.9931640625
1426,8118.9677734375
1427,8251.845703125
1428,8245.9150390625
1429,8104.185546875
1430,8293.8681640625
1431,8343.2763671875
1432,8393.0419921875
1433,8259.9921875
1434,8205.939453125
1435,8151.50048828125
1436,7988.15576171875
1437,8245.623046875
1438,8228.783203125
1439,8595.740234375
1440,8586.4736328125
1441,8321.7568359375
1442,8336.5556640625
1443,8321.005859375
1444,8374.6865234375
1445,8205.369140625
1446,8047.52685546875
1447,8103.9111328125
1448,7973.20751953125
1449,7988.560546875
1450,8222.078125
1451,8243.720703125
1452,8078.203125
1453,7514.671875
1454,7493.48876953125
1455,8660.7001953125
1456,9244.97265625
1457,9551.71484375
1458,9256.1484375
1459,9427.6875
1460,9205.7265625
1461,9199.5849609375
1462,9261.1044921875
1463,9324.7177734375
1464,9235.3544921875
1465,9412.6123046875
1466,9342.52734375
1467,9360.8798828125
1468,9267.5615234375
1469,8804.880859375
1470,8813.58203125
1471,9055.5263671875
1472,8757.7880859375
1473,8815.662109375
1474,8808.2626953125
1475,8708.0947265625
1476,8491.9921875
1477,8550.7607421875
1478,8577.9755859375
1479,8309.2861328125
1480,8206.1455078125
1481,8027.26806640625
1482,7642.75
1483,7296.57763671875
1484,7397.796875
1485,7047.9169921875
1486,7146.1337890625
1487,7218.37109375
1488,7531.66357421875
1489,7463.10595703125
1490,7761.24365234375
1491,7569.6298828125
1492,7424.29248046875
1493,7321.98828125
1494,7320.1455078125
1495,7252.03466796875
1496,7448.3076171875
1497,7546.99658203125
1498,7556.23779296875
1499,7564.34521484375
1500,7400.8994140625
1501,7278.11962890625
1502,7217.42724609375
1503,7243.13427734375
1504,7269.6845703125
1505,7124.673828125
1506,7152.3017578125
1507,6932.48046875
1508,6640.51513671875
1509,7276.802734375
1510,7202.84423828125
1511,7218.81640625
1512,7191.15869140625
1513,7511.5888671875
1514,7355.62841796875
1515,7322.5322265625
1516,7275.15576171875
1517,7238.966796875
1518,7290.08837890625
1519,7317.990234375
1520,7422.65283203125
1521,7292.9951171875
1522,7193.59912109375
1523,7200.17431640625
1524,6985.47021484375
1525,7344.88427734375
1526,7410.65673828125
1527,7411.3173828125
1528,7769.21923828125
1529,8163.6923828125
1530,8079.86279296875
1531,7879.0712890625
1532,8166.55419921875
1533,8037.53759765625
1534,8192.494140625
1535,8144.1943359375
1536,8827.7646484375
1537,8807.0107421875
1538,8723.7861328125
1539,8929.0380859375
1540,8942.80859375
1541,8706.2451171875
1542,8657.642578125
1543,8745.89453125
1544,8680.8759765625
1545,8406.515625
1546,8445.4345703125
1547,8367.84765625
1548,8596.830078125
1549,8909.8193359375
1550,9358.58984375
1551,9316.6298828125
1552,9508.9931640625
1553,9350.529296875
1554,9392.875
1555,9344.365234375
1556,9293.521484375
1557,9180.962890625
1558,9613.423828125
1559,9729.8017578125
1560,9795.943359375
1561,9865.119140625
1562,10116.673828125
1563,9856.611328125
1564,10208.236328125
1565,10326.0546875
1566,10214.3798828125
1567,10312.1162109375
1568,9889.4248046875
1569,9934.43359375
1570,9690.142578125
1571,10141.99609375
1572,9633.38671875
1573,9608.4755859375
1574,9686.44140625
1575,9663.181640625
1576,9924.515625
1577,9650.1748046875
1578,9341.705078125
1579,8820.5224609375
1580,8784.494140625
1581,8672.455078125
1582,8599.5087890625
1583,8562.4541015625
1584,8869.669921875
1585,8787.7861328125
1586,8755.24609375
1587,9078.7626953125
1588,9122.5458984375
1589,8909.9541015625
1590,8108.1162109375
1591,7923.64453125
1592,7909.7294921875
1593,7911.43017578125
1594,4970.7880859375
1595,5563.70703125
1596,5200.3662109375
1597,5392.31494140625
1598,5014.47998046875
1599,5225.62939453125
1600,5238.4384765625
1601,6191.19287109375
1602,6198.7783203125
1603,6185.06640625
1604,5830.2548828125
1605,6416.31494140625
1606,6734.8037109375
1607,6681.06298828125
1608,6716.4404296875
1609,6469.79833984375
1610,6242.19384765625
1611,5922.04296875
1612,6429.841796875
1613,6438.64453125
1614,6606.7763671875
1615,6793.62451171875
1616,6733.38720703125
1617,6867.52734375
1618,6791.12939453125
1619,7271.78125
1620,7176.41455078125
1621,7334.0986328125
1622,7302.08935546875
1623,6865.4931640625
1624,6859.0830078125
1625,6971.091796875
1626,6845.03759765625
1627,6842.427734375
1628,6642.10986328125
1629,7116.80419921875
1630,7096.1845703125
1631,7257.6650390625
1632,7189.4248046875
1633,6881.95849609375
1634,6880.3232421875
1635,7117.20751953125
1636,7429.724609375
1637,7550.90087890625
1638,7569.93603515625
1639,7679.8671875
1640,7795.60107421875
1641,7807.05859375
1642,8801.0380859375
1643,8658.5537109375
1644,8864.7666015625
1645,8988.5966796875
1646,8897.46875
1647,8912.654296875
1648,9003.0703125
1649,9268.76171875
1650,9951.5185546875
1651,9842.666015625
1652,9593.896484375
1653,8756.4306640625
1654,8601.7958984375
1655,8804.4775390625
1656,9269.9873046875
1657,9733.7216796875
1658,9328.197265625
1659,9377.013671875
1660,9670.7392578125
1661,9726.5751953125
1662,9729.0380859375
1663,9522.9814453125
1664,9081.76171875
1665,9182.5771484375
1666,9209.287109375
1667,8790.3681640625
1668,8906.9345703125
1669,8835.052734375
1670,9181.017578125
1671,9525.7509765625
1672,9439.1240234375
1673,9700.4140625
1674,9461.05859375
1675,10167.2685546875
1676,9529.8037109375
1677,9656.7177734375
1678,9800.63671875
1679,9665.533203125
1680,9653.6796875
1681,9758.8525390625
1682,9771.4892578125
1683,9795.7001953125
1684,9870.0947265625
1685,9321.78125
1686,9480.84375
1687,9475.27734375
1688,9386.7880859375
1689,9450.7021484375
1690,9538.0244140625
1691,9480.2548828125
1692,9411.8408203125
1693,9288.0185546875
1694,9332.3408203125
1695,9303.6298828125
1696,9648.7177734375
1697,9629.658203125
1698,9313.6103515625
1699,9264.8134765625
1700,9162.91796875
1701,9045.390625
1702,9143.58203125
1703,9190.8544921875
1704,9137.9931640625
1705,9228.3251953125
1706,9123.41015625
1707,9087.3037109375
1708,9132.48828125
1709,9073.9423828125
1710,9375.474609375
1711,9252.27734375
1712,9428.3330078125
1713,9277.9677734375
1714,9278.8076171875
1715,9240.3466796875
1716,9276.5
1717,9243.6142578125
1718,9243.2138671875
1719,9192.8369140625
1720,9132.2275390625
1721,9151.392578125
1722,9159.0400390625
1723,9185.8173828125
1724,9164.2314453125
1725,9374.8876953125
1726,9525.36328125
1727,9581.072265625
1728,9536.892578125
1729,9677.11328125
1730,9905.1669921875
1731,10990.873046875
1732,10912.8232421875
1733,11100.4677734375
1734,11111.2138671875
