,date,index,close,lag_1,lag_2,lag_4,lag_5,ewm_30,ewm_15,dema_15,dema_30,kama_30,MIDPOINT_15,MIDPOINT_30,SMA_5,NEW_SMA_5,SMA_7,trima_15,trima_30,WMA_5,WMA_7,WMA_14,WMA_30,roll_var_5,5 Day STD,7 Day STD,14 Day STD,30 Day STD,ADX_5,ADXR_10,APO,aroondown,aroonup,BOP,CCI_30,CMO_10,DX_10,macd,macdsignal,macdhist,MINUS_DI_10,MINUS_DM_10,MOM_10,roc_5,roc_10,roc_30,rsi_5,rsi_10,rsi_30,slowk,slowd,fastk,fastd,fastk_rsi,fastd_rsi,TRIX_10,ULTOSC,WILLR,HT_DCPERIOD,HT_DCTREND
0,2015-10-26,0,285.29998779296875,283.67999267578125,281.65399169921875,274.02301025390625,266.27200317382807,258.5883270645608,268.46085453902833,281.53728589667173,274.83639769850515,267.38794565280546,265.3039932250977,259.02849578857416,280.2305969238281,280.2305969238281,276.6982857840402,266.4429264068604,251.1779296239217,282.21312662760414,279.9110674176897,273.6263337634859,261.8082477856708,23.02610939015252,4.798552843321882,7.251977813424998,11.519583738937056,16.162440854664553,91.17183022881409,72.55470146724453,19.903469848632824,0.0,90.0,0.3490615323844595,146.9819811812811,60.42217041728314,88.12740022145395,15.546053479030435,13.92277162892115,1.6232818501092812,3.2124175911295523,2.123362214958096,22.43099975585937,7.146070331216436,8.53314798499274,21.746177456450845,85.33808598631359,80.21108520864158,71.14192976484176,87.27225227577117,91.26539194008642,82.58716352741361,87.27225227577117,100.0,100.00000000000004,0.7451270839804014,58.75247489001325,-26.31755096352046,29.25102733325373,0
1,2015-10-27,1,293.7879943847656,285.29998779296875,283.67999267578125,276.49600219726557,274.02301025390625,260.89880234756885,271.62766559213327,285.8405905236538,278.2115227759758,271.99599482240507,271.6479949951172,264.9239959716797,284.18359375,284.18359375,280.1732831682478,269.1142072677613,253.01527976989743,286.7322591145833,284.18349456787115,277.0714566185361,264.4166775282993,39.81060291780707,6.309564400004732,8.857452689552364,12.129403126043089,17.282256910605614,91.5307120448189,73.92171560275065,20.18390146891278,10.0,100.0,0.7682066172204624,164.62471235444661,68.41120773356919,91.13299929295134,16.90292676679741,14.916156674879904,1.9867700919175029,2.703285172202312,1.9110259934622864,23.147979736328125,7.212892126301871,8.553051464469299,26.22090403654447,90.68819060996944,84.20560386678459,73.69337969550209,85.61000136513934,87.97022701406702,94.87621607621878,85.61000136513934,100.0,100.00000000000004,0.7882969072039892,59.77605373303134,-6.84072639333617,28.979639819987305,0
2,2015-10-28,2,304.6180114746094,293.7879943847656,285.29998779296875,281.65399169921875,276.49600219726557,263.7652738513611,275.752505730358,291.7977715694489,282.58237410518416,277.9714601015906,278.3035049438477,270.3390045166016,289.8079956054688,289.8079956054688,285.65128435407365,271.9573628902436,255.02995917002357,293.5437316894531,290.2946766444615,281.53886747814363,267.592568608766,89.88482359359591,9.480760707537973,10.52747584839447,13.788696672581446,19.18861828163032,92.25899447460716,75.24374776264584,22.298868306477914,0.0,100.0,0.8643503772408493,183.951954879044,75.43963577667354,92.96738805174542,19.013580446075245,16.28196459861169,2.7316158474635657,2.255594505301973,1.7199233941160577,42.975006103515625,10.170855655728484,16.425054452559618,27.379554261278248,94.11381110620985,87.71981788833678,76.44251082172418,91.43594797467695,88.10606720519579,96.8444643203984,91.43594797467695,100.0,100.00000000000004,0.8524917461583792,67.20443357592197,-3.7747509771272862,29.447527838819926,0
3,2015-10-29,3,313.8550109863281,304.6180114746094,293.7879943847656,283.67999267578125,281.65399169921875,267.0459895001422,280.51637684271486,298.72397631671316,287.6525806179295,285.8202189610422,284.08750915527344,274.9575042724609,296.2481994628906,296.2481994628906,291.34157017299106,275.28206539154047,257.25922196706136,301.5594034830729,297.3456083025252,286.7366495768229,271.2235865110992,165.98233369319314,12.883413122817775,13.531102781632926,15.970709708164884,21.343368161299445,93.14523185371417,76.69570053425542,24.768401082356768,0.0,100.0,0.5830425699932233,197.90881680974738,79.71651532007522,94.45787210823214,21.489551909347824,18.017827035523734,3.4717248738240905,1.82166724409406,1.5479310547044518,50.41799926757813,11.432829015786572,19.13854053332691,32.60340267126642,95.77204919935299,89.85825766003761,78.43126082246718,95.00136599985338,90.68243844655652,93.28341760294286,95.00136599985338,100.0,100.00000000000004,0.9373123253628491,67.08189244180754,-7.853594782858885,30.52233456194389,0
4,2015-10-30,4,328.0150146484375,313.8550109863281,304.6180114746094,285.29998779296875,283.67999267578125,271.03535119490533,286.45486052897803,307.5820251013568,293.9668926243244,296.13631146690017,294.8290100097656,282.6540069580078,305.1152038574219,305.1152038574219,298.70142909458707,279.1061115264893,259.73178895314527,312.1483418782552,306.51396942138666,293.25543212890625,275.6022003173828,280.49530632468486,16.747994098538634,17.530556335885297,19.881901576167532,24.17947236025289,94.08385501784521,78.06935392454865,27.55843404134112,0.0,100.0,0.6956359072147529,221.1182899500341,84.35649613689881,95.79579002512459,24.79357094383795,20.276408338295138,4.517162605542811,1.4393410961877908,1.3931379492340066,58.552001953125,15.628533247787724,21.72914247764719,38.95408711381483,97.25427016820446,92.1782480684494,80.97788934063212,93.91426098151476,93.45052498534834,91.61490102120287,93.91426098151476,100.0,100.00000000000004,1.0508960640077891,72.93002780759768,-8.750163804677133,32.13243982826578,1
5,2015-10-31,5,314.1659851074219,328.0150146484375,313.8550109863281,293.7879943847656,285.29998779296875,273.8549165689756,289.91934016389604,311.4373678650972,297.90512919097665,298.89797435947577,294.8290100097656,282.6540069580078,310.8884033203125,310.8884033203125,303.3459995814732,283.1722512245178,262.34201005299883,315.16526896158854,310.38010842459545,297.3072390601749,278.88957562190234,161.15147966538171,12.694545272099418,16.540130786189,21.039011952022587,25.391321649191656,90.37325063682778,78.73496169223195,29.793932596842406,0.0,90.0,-0.6097937475677779,176.8508638202419,47.65151598458805,81.52542640988837,25.407100276934557,21.986638984508282,3.4204612924262783,5.371458430081964,5.942819515638732,47.89398193359375,10.117770259212232,17.986863569102887,32.25313111610725,68.07677571025998,73.82575799229403,72.33660680469455,85.88109162606929,91.59890620247913,72.744956254062,85.88109162606929,0.0,66.6666666666667,1.129533221786727,60.408944068163756,-29.401508429856754,33.61477630661045,1
6,2015-11-01,6,325.4309997558594,314.1659851074219,328.0150146484375,304.6180114746094,293.7879943847656,277.2236980916925,294.35895811939565,317.0719871212249,302.82594306614067,303.4306598910689,294.8290100097656,283.1370086669922,317.21700439453133,317.21700439453133,309.31042916434154,287.62889099121094,265.075026957194,320.01280110677084,315.901358468192,302.44651489257814,282.7389583464592,90.85327155069064,9.531698251135033,15.776723476324143,22.0351768602414,27.029479645167807,87.4047671320138,79.37899554457023,31.996798197428408,0.0,80.0,0.6687199663329321,166.88259094373302,55.634758271497915,81.52542640988837,26.900071950740934,23.624449973252503,3.275621977488438,4.644268718757048,5.348537564074858,51.40798950195313,10.770693825443336,18.76046447862869,37.14311031523285,75.53857419041982,77.81737913574895,74.61594336339347,84.14187577090355,87.97907612616251,88.06577003744567,84.14187577090355,21.74975235998666,40.58325078666226,1.1993684427942464,62.6224150793433,-14.412967326473012,35.4907334227669,1
7,2015-11-02,7,361.1889953613281,325.4309997558594,314.1659851074219,313.8550109863281,304.6180114746094,282.70365013121966,302.71380039619754,329.8973822816455,311.691483303839,315.6494937978151,312.31300354003906,299.7239990234375,328.531201171875,328.531201171875,320.15171595982144,293.09285926818853,268.0838729222616,334.6701314290365,328.87100001743863,311.7460187639509,288.7057644423618,374.5398024020784,19.353030832458213,21.546770299453453,27.329652865041922,31.26222379040507,87.90455769681854,80.40516652648898,36.38413085937504,0.0,100.0,0.8362087252923719,218.75739504308842,71.15142571070129,89.3028591957531,31.921729262410334,26.390209736305113,5.5315195261052255,3.3015935309006186,4.813683807667372,84.6929931640625,18.571122440484466,30.63082015328325,51.29602556251485,87.30888547762835,85.57571285535063,80.02140326587475,85.57561510109494,85.19952749935591,95.91611901177698,85.57561510109494,64.02376361081835,28.591171990268368,1.3286094015576788,69.41383595038674,-4.694101213992285,37.45385803112415,1
8,2015-11-03,8,403.4169921875,361.1889953613281,325.4309997558594,328.0150146484375,313.8550109863281,290.5760530822008,315.3031333739888,350.1029436618466,324.929016089765,337.6135635858139,334.84449768066406,321.8999938964844,346.4435974121094,346.4435974121094,335.81300136021207,300.0327653884888,271.58049793243407,359.63206176757814,349.68731907435824,325.74495093936014,297.13360474289107,1321.5951629865074,36.35375032904456,34.89677456265745,37.83838090111437,38.64326331828163,89.32311152015656,81.69907828975741,43.055164591471346,0.0,100.0,0.6894928508840795,278.4324511638351,80.22612422695197,93.51156015662724,40.3442674276389,31.04156230008304,9.302705127555855,2.2626375713918847,4.332315426900635,121.76300048828124,28.53610044960324,43.231413037566064,69.3186774226231,92.57960943930335,90.113062113476,84.14584590067429,91.5270221568539,87.08150434295077,90.59917742133892,91.5270221568539,88.74710763278591,58.173541201197004,1.5587170073826817,71.02277741312395,-10.541526589878488,37.866597120624064,1
9,2015-11-04,9,411.56298828125,403.4169921875,361.1889953613281,314.1659851074219,328.0150146484375,298.460782809093,327.3368146101032,368.31507643624917,337.85746198841724,356.4374885941224,338.91749572753906,326.93349456787115,363.1531921386719,363.1531921386719,351.0908551897322,308.3386716842652,275.564297803243,381.338525390625,368.62481580461775,339.5542637416295,305.7318147064537,1947.8125692016554,44.13402960530179,41.70881731397439,44.799467841840226,44.972595634111954,90.94065824607722,82.73846533326126,50.137464396158855,10.0,100.0,0.06867847650392872,294.0168929352436,81.47512941177918,96.0584972281384,47.27313908501157,36.452087895059215,10.82105118995235,1.356964270844028,3.899083884210572,127.88299560546876,25.470777221084905,45.080019355339815,71.21135679527528,93.25507238884808,90.73756470588958,84.77314889680154,83.30092308594796,86.80118678129891,63.38747282472787,83.30092308594796,100.0,84.25695708120145,1.82279996779422,54.18703060132921,-39.05986583459442,37.300146502764136,1
