,date,close,ewm_15,dema_15,dema_30,kama_30,MIDPOINT_30,SMA_5,NEW_SMA_5,SMA_7,SMA_14,SMA_30,trima_15,trima_30,WMA_5,WMA_7,WMA_14,WMA_30,roll_var_5,roll_var_7,roll_var_14,roll_var_30,5 Day STD,7 Day STD,14 Day STD,30 Day STD,ADX_30,ADXR_10,APO,aroondown,aroonup,aroon_osc,BOP,CCI_30,CMO_10,DX_10,macd,macdsignal,macdhist,MINUS_DI_10,MINUS_DM_10,MOM_10,PLUS_DI_10,PLUS_DM_10,PPO,roc_5,roc_10,roc_30,rsi_5,rsi_10,rsi_30,slowk,slowd,fastk,fastd,fastk_rsi,fastd_rsi,TRIX_10,ULTOSC,HT_DCTREND
10,2015-11-06,374.4700012207031,339.6855908147288,381.0559777950128,352.5699731414467,362.9243116466852,326.9334945678711,387.3985961914062,387.3985961914062,368.0842808314732,333.3928549630301,293.056467183431,326.6097650527954,284.62457237243655,388.0318644205729,380.69613974434986,355.0286934988839,317.8707934964088,423.9224429975386,1381.2314435677602,2075.4031920830585,2473.493547001178,20.589376945345837,37.16492221931536,45.556593288821084,49.73422912845013,60.36287894570205,83.22845429831446,59.25133310953777,0.0,80.0,80.0,-0.3247230236857721,136.63585455964056,36.35280916644516,68.75709341998561,48.46352387782275,43.25613055179533,5.207393326027422,8.548460792896092,29.084890612714513,80.6820068359375,46.174109727251455,157.10067146504485,20.218401483851558,15.068939806482229,27.46266300122211,54.122546601138865,59.79338245920061,68.17640458322258,71.41436844705028,52.973459036860596,68.18013476612286,44.721488005240396,52.973459036860596,0.0,33.333333333333336,2.0917766756136214,46.351805964099235,1
11,2015-11-07,386.48199462890625,345.5355876948037,386.85371964773367,359.48852433441783,366.3521609601873,327.7469940185547,392.4571960449219,392.4571960449219,378.4151393345424,340.8805694580078,297.8624003092448,335.9170455932617,289.65075537363685,387.72633056640626,385.29556819370816,362.1072454543341,323.8982468799878,220.4098980881396,828.5992431199193,2025.9127783611611,2661.7558416115685,14.846208205738582,28.785399825604635,45.01014083916158,51.59220717910379,60.75918358090571,83.066253923676,62.63179829915367,0.0,70.0,70.0,0.6727809467131332,134.1433588595711,41.92748449191204,68.75709341998564,48.84639690362212,45.11955266907093,3.7268442345511943,8.070048672614586,26.176401551443064,81.86398315429688,43.58998911514282,141.39060431854037,21.027091111240793,7.002704842176977,26.87430817304788,59.502935678307466,65.57934343766327,70.96374224595601,72.88700042640072,48.27009362474302,56.50319161238789,49.27737658837513,48.27009362474302,12.35353710203436,4.11784570067812,2.1230415826103854,44.05887846401455,1
12,2015-11-08,373.3680114746094,349.01487297832404,388.2132177485156,364.0179701782794,367.1517830915061,328.25199127197266,386.44739990234376,386.44739990234376,385.2632838657924,347.286856515067,302.1769673665365,345.56076431274414,294.9166134516398,381.36326904296874,384.03378622872486,366.438904389881,328.76957663259196,236.3327950121019,310.24505446907386,1811.2174484041172,2738.791589371897,15.37311923495365,17.613774566204537,42.55840044461395,52.333465291072564,61.061375066258954,82.78337184665094,64.26853129069008,0.0,60.0,60.0,-0.5147447794654415,113.24817961522896,28.296359545602805,64.68075695222272,47.02817093865809,45.75575875893332,1.2724121797247747,8.715978398814125,27.29176310528313,59.51300048828125,40.63943041911433,127.25154388668633,21.268507606912753,-7.448615525576196,18.961940515543873,53.06296118504752,54.81459841255663,64.1481797728014,68.8794508407675,45.726063022199355,48.98987189460096,43.17932447298244,45.726063022199355,0.0,4.11784570067812,2.081447631876987,37.826733765546344,1
13,2015-11-09,380.2569885253906,352.9203655944127,390.63673113017387,368.88096847793264,368.70477715524817,328.4354934692383,380.1861999511719,380.1861999511719,387.9872828892299,354.06949942452565,306.68750050862633,355.3771233558655,300.42769654591876,379.2997985839844,382.78221239362443,370.83492199125743,333.80699735251807,39.21161732572284,209.17012634929563,1549.7250086415245,2815.004893173509,6.261918022916209,14.462715040727852,39.36654682140058,53.05661969230144,61.228024459387925,81.48543464639354,64.98219553629554,10.0,50.0,40.0,0.26506618746821514,101.59816784210325,32.1025977064222,58.082998473624514,45.89294930059651,45.80148893948772,0.09146036110879407,9.982973477060199,30.367609988114193,52.241973876953125,37.649123827316885,114.5263894980177,21.188406905571867,-7.606612024710491,15.926701993488134,55.24432309504348,59.21111436390048,66.05129885321111,69.78233715766852,45.898006842810936,46.63138782991774,45.237319467075125,45.898006842810936,18.29877861149656,10.217438571176972,2.00491087360688,42.80887211364316,1
14,2015-11-10,336.8190002441406,350.90759203144097,382.1492715813883,367.7599768613335,367.0613193385357,328.4354934692383,370.27919921875,370.27919921875,378.47328404017856,357.1431427001953,309.67980041503904,363.6016230583191,305.99202969868975,364.8440653483073,369.99014173235213,368.5348554338728,335.75096507738994,377.19383913577576,500.2541265360228,1282.914078665284,2714.406976328536,19.421478809188958,22.366361495245997,35.81778997461016,52.099970982031614,60.73738837657106,78.69079240174948,64.25519714355471,0.0,40.0,40.0,-0.8256664320013449,57.34621306202977,-3.7083514410744582,25.553023185375967,39.39035640914062,43.66444476270535,-4.2740883535647285,18.744719175920544,61.11783629399027,22.65301513671875,31.6125148662237,103.07375054821594,20.74891454251734,-12.821144122044403,7.210524439484778,36.336367570728555,33.51140801148695,48.14582427946278,58.67785583867416,36.59203515459104,42.73870167320041,21.359461523715414,36.59203515459104,0.0,6.099592870498853,1.820292990720751,43.15038114580824,1
15,2015-11-11,311.0840148925781,345.9294222129432,368.9111376829323,363.436651056738,365.33560039141645,330.5354919433594,357.602001953125,357.602001953125,364.11914498465404,357.6050000871931,311.8723342895508,368.537841796875,311.4690546671549,345.1123372395833,353.142824445452,362.39363839285716,335.84155955981186,1047.9314324937843,834.2701120874882,1233.650038103011,2566.6147974673418,32.37176906648421,28.883734386112337,35.12335459637947,50.66176859790173,59.813746971191904,75.56113633669676,60.627964782714855,100.0,30.0,-70.0,-0.725876663847816,8.030090074767617,-18.289566082551566,5.486208060324491,30.932474930052535,39.42045481848775,-8.487979888435213,24.957357198984422,83.11704509623186,-14.34698486328125,27.854738658758194,92.76637549339435,19.43999454803394,-16.926852917856806,-4.408610388698209,26.813645129958275,25.35991792602525,40.85521695872421,53.46364257403261,23.927056497553394,35.47236616498509,5.184388501869499,23.927056497553394,0.0,6.099592870498853,1.5382537385603356,38.64043889298652,1
16,2015-11-12,338.1520080566406,344.95720739168763,364.21620352115485,362.81524796970996,364.19125592970914,331.77599334716797,347.9360046386719,347.9360046386719,357.233145577567,359.3404998779297,314.82713470458987,370.4867796897888,316.8838046391805,338.62900594075523,346.65104021344865,359.7999061221168,337.53702238349507,817.2041237950397,808.9341677765034,1112.280031894078,2447.2832508818356,28.586782326715955,28.441768014251565,33.35086253598365,49.47002376067587,58.95436966488787,73.08540213701428,55.369465637206986,90.0,20.0,-70.0,0.7588019989130069,26.75924244792228,-0.5036395727642431,8.0965121035962,27.271134052634068,35.37068122986985,-8.099547177235785,22.41495536816405,74.80534058660868,-23.0369873046875,26.364380174423452,87.98574014132053,17.587259652558707,-12.505106898620543,-6.3780977827526675,35.52752377175883,43.44616739675789,49.74818021361788,57.56643430009616,15.213431692125964,25.244174448090096,19.09644505079283,15.213431692125964,35.29502440948772,11.765008136495908,1.274060205633587,40.86948230907888,1
17,2015-11-13,336.75299072265625,343.9316451858281,359.8864968117583,361.9940876825914,363.1002669444189,332.9414978027344,340.6130004882813,340.6130004882813,351.8450012207031,359.96464102608815,317.65260111490886,370.3835768699646,322.164337793986,334.9013346354167,341.53100149972096,356.78823823474704,338.95159373949934,619.7393436973978,795.4513099674988,1075.6227868599922,2319.442353518392,24.89456454122863,28.20374638177522,32.79668865693596,48.16058921481746,58.123638268793975,70.98459554459936,45.87759908040363,80.0,10.0,-70.0,-0.11759528138136409,27.085176728216492,-1.3554203002915475,8.0965121035962,23.98475517117913,31.575372543639613,-7.590617372460482,21.35968920221903,67.32480652794781,-66.66400146484375,25.123180362636383,79.18716612718848,14.44269586314758,-9.806683922209313,-16.524837266611637,33.637973420814426,42.77650068175258,49.32228984985423,57.29634690769535,14.21940993127975,17.786632706986335,18.37739624117678,14.21940993127975,33.60472047434756,22.966581627945093,1.0333917087136157,42.78722754962026,1
18,2015-11-14,332.906005859375,342.5533989695561,355.30846700240284,360.6900311030907,362.0208658187935,336.6029968261719,331.14280395507814,331.14280395507814,344.19128853934154,361.303213936942,320.2721343994141,368.6838274002075,327.20747502644855,332.33233642578125,336.7962526593889,353.1804202125186,339.9356843681746,129.5715604064107,586.9361446799386,968.666476783184,2182.05581149022,11.382950426247612,24.226765047771824,31.12340721680684,46.712480254105756,57.32059791923654,68.77602387905097,35.392367553710926,70.0,0.0,-70.0,-0.4528057147529529,22.141662711482553,-3.869825229269847,8.096512103596197,20.73676894456412,27.962504677281114,-7.225735732716995,20.75882538014408,60.59232587515303,-78.656982421875,24.41644675652175,71.26844951446962,11.050717109710458,-12.452363558034618,-19.11177259897898,30.900438924166608,40.624216399295335,48.065087385365075,56.54173311779407,17.958004692751757,15.796948772052454,16.400172786285513,17.958004692751757,81.07388077504287,49.991208552959385,0.8139065037476412,40.548104386733655,1
19,2015-11-15,320.1659851074219,339.75489885952487,348.46743211051626,357.8423202034348,361.02385442035677,336.6029968261719,327.81220092773435,327.81220092773435,336.5909990583147,360.92714146205356,322.1820343017578,365.0343437194824,331.96854972839355,328.67339680989585,330.789926801409,347.6954563685826,339.92883602675573,137.77325167479478,473.86668507770077,999.7030782008513,2064.65782963749,11.737685107157832,21.768479163177677,31.618081507277626,45.43850602338825,56.34751668228809,65.44574610555802,26.863665771484364,60.0,0.0,-60.0,-0.7503501027204936,2.6607706175112473,-12.112987393168906,2.189398868257301,16.513096478279977,24.146035277614068,-7.632938799334092,23.944338228522515,67.01310427396585,-66.18801879882812,22.91832755423952,64.14160456302267,8.338039651932819,-4.944203006554837,-17.131443735442396,21.79678839187522,33.621438644665346,43.943506303415546,54.10070036739379,14.876596984354443,15.684670536128614,9.852221925600887,14.876596984354443,34.72733729099682,49.80197951346241,0.5977174843020405,46.11406429854065,1
20,2015-11-16,330.7510070800781,338.62938656482,345.2684191868335,356.5151323051248,360.2674957900163,336.6029968261719,331.7455993652344,331.7455993652344,329.51871599469865,358.7529994419643,324.18573404947915,359.79393768310547,336.5380536397298,329.6529988606771,329.32992880684986,343.67197178431917,340.48167298019575,50.6348159831997,103.41111108498467,1064.653386619715,1971.43035116031,7.115814498931215,10.1691253844657,32.62902674950197,44.4007922357283,55.38229564387334,62.51329442317429,20.488066609700525,50.0,0.0,-50.0,0.7007197959413448,2.9290353151542745,-3.888993669801011,3.485365143455917,14.328257707878095,20.873442754368742,-6.545185046490648,23.12996427304826,61.89678530164739,-43.718994140625,21.571939693729064,57.7274441067204,6.319854471626292,6.322083824940772,-11.674898923307374,22.210681783225983,43.70052828421693,48.05550316509949,55.74292325213116,13.848323045522504,15.560974907542866,15.292574424680959,13.848323045522504,70.83941191694971,62.21354332766313,0.41798845036857823,57.02284861267397,1
21,2015-11-17,335.093994140625,338.1874536400587,343.6102279452866,355.7887399262347,359.4498973334785,337.5,331.1339965820313,331.1339965820313,329.2722865513393,353.87278529575894,326.63410034179685,352.9912037849426,340.7705326080322,330.769130452474,330.72374834333147,340.51743774414064,341.18543169575355,42.70966234030679,99.63852508297005,928.6107267963321,1834.4497409064213,6.535262989375928,9.98190989154731,30.47311481939994,42.830476776548046,54.508862602261196,59.62589621581831,12.900900268554722,40.0,0.0,-40.0,0.5416665211118524,14.438595135020302,-0.52724764995292,2.597867747006282,12.997358976251974,18.248081494996487,-5.250722518744514,22.320350985502152,55.70710677148265,-51.38800048828125,23.510988573937773,58.67869871948586,3.949648935936249,-0.904331141958914,-13.29635046455998,28.072980076556675,47.768107490327154,49.736376175023544,56.4049615815966,14.223174338371521,14.316031456082788,17.524726664832563,14.223174338371521,100.0,68.52224973598219,0.27887804074184785,51.98511790789946,1
22,2015-11-18,334.5899963378906,337.73776357826,342.0894846377635,355.003979561909,358.67125803737036,338.91749572753906,330.70139770507814,330.70139770507814,332.63028390066967,348.37471444266185,329.0058664957682,346.5344228744507,344.3014574686686,331.92113037109374,332.0531757899693,337.9463992164249,341.69871530840476,37.568444894910854,36.06048975869081,668.6463780276455,1693.0933971132386,6.129310311520445,6.005038697518177,25.858197501520586,41.1472161526541,53.66454399536946,56.69734990526801,6.6513326009114735,30.0,0.0,-30.0,-0.0005076773244368926,9.557862939320156,-0.9405698983637091,2.597867747006284,11.767112885434358,16.087758625142445,-4.3206457397080875,21.749931727166015,50.13639609433439,-38.77801513671875,22.910141361731927,52.81082884753727,2.0216455930572366,-0.6423088864404569,-10.38600360635229,27.009486690922845,47.27266651747289,49.529715050818155,56.30384977627083,18.579218473973086,15.550238619289003,22.920354332405577,18.579218473973086,96.43249151481416,89.09063447725464,0.17128263149184253,51.07947287034384,1
23,2015-11-19,326.14898681640625,336.289144218029,338.82962443165775,353.17821416974226,357.9044876334709,338.91749572753906,329.34999389648436,329.34999389648436,330.91556658063615,344.07435607910156,330.89539896647136,341.7557349205017,346.89324073791505,330.4036600748698,330.4328515189035,334.98296886625747,341.5144004903814,39.251616523885076,34.54982072977189,575.7735619958678,1567.4278913913304,6.265111054393615,5.877909554405536,23.9952820778558,39.59075512529826,52.75964185077012,52.456257188534465,-0.6490000406901117,20.0,0.0,-20.0,-0.8478277354638907,-4.923936929456491,-8.050377321025406,3.0198222904890306,9.697309184248127,13.957608811511006,-4.26029962726288,23.211270768893318,50.4897608794322,-54.108001708984375,21.850485799553457,47.529745962783544,-0.19613450133100005,-2.0297077625637705,-14.2293247308383,21.036643787987998,38.83929899307052,45.974811339487296,54.607839212301876,22.32193181951806,18.37477487728752,26.520714461315887,22.32193181951806,35.06560791271314,77.16603314250912,0.07416676149560875,46.44453129414107,0
24,2015-11-20,322.0220031738281,334.5057276030816,335.1683972073904,350.9525912339099,357.07694124733166,342.7929992675781,329.7211975097656,329.7211975097656,328.81113978794644,340.3280705043248,332.7537322998047,337.8720622062683,348.6248907725016,327.96099650065105,328.2094606672014,332.0426551455543,340.9419233424689,31.417734019183545,36.88643149252878,526.9986271170703,1422.5641598667426,5.60515245280479,6.073420082007236,22.956450664618657,37.71689488633366,51.67699976054902,48.26105825564598,-3.987033081054733,10.0,0.0,-10.0,-0.3078713019651496,-28.79238779214952,-11.500990451585674,15.52232765897458,7.515234848618377,11.81015082388013,-4.294915975261754,27.85212007627282,58.496784547348355,-14.7969970703125,20.36733782539468,42.77677136650519,-1.1981933466226287,0.5797049507878071,-4.39315984537304,20.93723686136284,35.021016590686926,44.24950477420716,53.78835546858943,24.303115910471956,21.734755401321,23.46827893769425,24.303115910471956,0.0,43.832699809175786,-0.016583994576269134,58.49307347229756,1
25,2015-11-21,326.927001953125,333.55837574886635,333.309466795934,349.4969498314545,356.4163285243798,344.0294952392578,328.956396484375,328.956396484375,327.95699637276783,336.0741424560547,334.51719868977864,334.60987424850464,349.6581033070882,327.02959798177085,327.7384262084961,330.25584600539435,340.56600525558633,32.37333852304593,33.832284896165035,357.46487884463295,1301.5765275647877,5.689757334284647,5.816552664264722,18.906741624209946,36.077368634156066,50.64783164488134,44.51098945533376,-4.166200764973951,0.0,10.0,10.0,0.5645719376391982,-23.31745946527795,-6.236183788578949,13.424228401451433,6.332295289023193,9.984198978927818,-3.651903689904625,26.644932379087532,52.64710609261352,15.842987060546875,20.337855610055307,40.185098868526545,-1.2454369405495238,-1.1561582716594132,5.0928322581980545,19.306404834469415,43.30197766058385,46.88190810571053,54.62554953531762,26.385750687377158,24.336932805789022,29.168258663121193,26.385750687377158,47.97639928487658,27.68066906586326,-0.08729437461471035,57.7775938845267,1
26,2015-11-22,324.5360107421875,332.4305685104858,331.2261086214304,347.83056777496034,355.78823854654047,346.6084899902344,326.8447998046875,326.8447998046875,328.58128574916293,332.58614240373885,336.1185323079427,331.86634254455566,350.0146784464518,325.55613606770834,326.883179800851,328.7174284435454,339.92205764606433,22.267214130893617,25.21147249108685,247.61640161109955,1186.2743479000449,4.718814907462849,5.0211027166437106,15.735831773729013,34.442333659321704,49.65296913306926,41.13592753505276,-7.129134114583337,80.0,0.0,-80.0,-0.4240988277995638,-29.592528846382784,-8.574312965881667,13.42422840145144,5.072130905891413,8.34684295458235,-3.2747120486909367,25.81022677046743,47.38239548335217,-13.615997314453125,19.70073175087288,36.16658898167389,-2.121017864034887,-3.150752798633194,-4.026590701827926,17.37457618307545,40.181753438715056,45.71284351705916,54.13103012517556,26.855242218970357,25.848036272273124,27.929189056095478,26.855242218970357,27.713645218523748,25.230014834466797,-0.144716852852822,55.54409968175238,1
27,2015-11-23,323.0459899902344,331.25748562656594,329.1772811259738,346.089248287055,355.2306240169968,347.6214904785156,324.53599853515624,324.53599853515624,327.4805690220424,328.4996425083705,337.4982655843099,330.2039985656738,349.703303527832,324.2898661295573,325.4993558611189,327.4454081217448,339.0786678191154,4.214731670267621,28.11993370632747,61.82503227193547,1087.9086672625099,2.0529811665642774,5.302823182638421,7.862889562491354,32.983460510724306,48.691268704984246,38.09837180679987,-9.87956746419269,70.0,0.0,-70.0,-0.34065180649893173,-37.02984995419149,-10.12612291380318,13.424228401451433,3.8733266311140255,6.855670846759575,-2.9823442156455497,25.2257744762375,42.644155935016954,-13.707000732421875,19.254624168316468,32.5499300835065,-2.927294292042722,-3.45019470815211,-4.070342687382611,14.696045328985985,38.046184794817876,44.93693854309841,53.81694730847582,28.174989960144746,27.138660955497386,27.427522161217425,28.174989960144746,26.11430249553179,33.93478233297739,-0.19176016156819964,53.332081431247516,1
