,date,close,ewm_15,dema_15,dema_30,kama_30,MIDPOINT_30,SMA_5,NEW_SMA_5,SMA_7,SMA_14,SMA_30,trima_15,trima_30,WMA_5,WMA_7,WMA_14,WMA_30,roll_var_5,roll_var_7,roll_var_14,roll_var_30,5 Day STD,7 Day STD,14 Day STD,30 Day STD,ADX_30,ADXR_10,APO,aroondown,aroonup,aroon_osc,BOP,CCI_30,CMO_10,DX_10,macd,macdsignal,macdhist,MINUS_DI_10,MINUS_DM_10,MOM_10,PLUS_DI_10,PLUS_DM_10,PPO,roc_5,roc_10,roc_30,rsi_5,rsi_10,rsi_30,slowk,slowd,fastk,fastd,fastk_rsi,fastd_rsi,TRIX_10,ULTOSC,HT_DCTREND
0,2015-10-27,293.7879943847656,271.6293332434152,285.84092630673786,278.49196892782857,271.8040805963871,264.9239959716797,284.18359375,284.18359375,280.1732831682478,271.112430027553,255.3916997273763,269.11420726776123,253.01527976989746,286.7322591145833,284.1834945678711,277.0714566185361,264.4166775282993,39.810602917807074,78.4544681476584,147.12242019406273,298.67640392417286,6.309564400004732,8.857452689552364,12.129403126043043,17.282256910605536,52.20786478905127,73.88728001087813,20.18390146891278,10.0,100.0,90.0,0.7682066172204624,164.62471235444656,68.43947336341913,91.13029704348048,16.896915973034538,14.90935769535774,1.9875582776767988,2.7048141578179323,1.9119536745724115,23.147979736328125,58.285146184198,41.200057718482526,7.903115680916234,7.212892126301873,8.553051464469297,26.220904036544468,90.68820776014525,84.21973668170956,73.96535938765267,85.61000136513935,87.97022701406702,94.87621607621878,85.61000136513935,100.0,100.0,0.7883432456695871,59.77605373303134,0
1,2015-10-28,304.6180114746094,275.7541144656997,291.7980381214941,282.8443478476262,277.8146993366961,270.33900451660156,289.80799560546876,289.80799560546876,285.65128435407365,274.87164524623324,257.57423350016273,271.95736289024353,255.0299591700236,293.5437316894531,290.2946766444615,281.53886747814363,267.592568608766,89.8848235935959,110.82774773852888,190.1281559284575,368.2030715581143,9.480760707537971,10.52747584839447,13.788696672581404,19.18861828163024,53.02976729660298,75.2124605470276,22.298868306477914,0.0,100.0,100.0,0.8643503772408493,183.9519548790444,75.4611935749026,92.96498200223891,19.00792569706988,16.275547029261787,2.732378667808092,2.256840327690541,1.7207583071151704,42.975006103515625,61.90334599759774,47.199039983743646,8.657258920451694,10.170855655728484,16.425054452559618,27.37955426127825,94.11382206169489,87.7305967874513,76.68081742628814,91.43594797467695,88.1060672051958,96.84446432039839,91.43594797467695,100.0,100.0,0.8525320886064502,67.20443357592197,0
2,2015-10-29,313.8550109863281,280.5179356099367,298.7241856988683,287.89729817797377,285.6977462588378,274.95750427246094,296.2481994628906,296.2481994628906,291.34157017299106,279.1241455078125,260.14650065104166,275.2820653915405,257.25922196706136,301.5594034830729,297.34560830252514,286.7366495768229,271.2235865110992,165.98233369319317,183.0907424871143,255.06356858247102,455.5393644687676,12.883413122817771,13.531102781632926,15.97070970816485,21.34336816129937,53.907497991712404,76.66719713860502,24.768401082356775,0.0,100.0,100.0,0.5830425699932233,197.9088168097476,79.73410862608772,94.4558076838741,21.48423600690478,18.011776688476118,3.472459318428662,1.8226499548052988,1.5486824764036533,50.417999267578125,63.92723211562432,54.31815576075991,9.520943399342856,11.432829015786572,19.13854053332691,32.60340267126642,95.77205710830616,89.86705431304387,78.64597049203557,95.00136599985338,90.68243844655653,93.28341760294288,95.00136599985338,100.0,100.0,0.937347397696886,67.08189244180754,0
3,2015-10-30,328.0150146484375,286.45638929514126,307.5821874412189,294.19549018474675,296.0437817874028,282.6540069580078,305.1152038574219,305.1152038574219,298.70142909458707,283.7774331229074,263.2116678873698,279.10611152648926,259.7317889531453,312.1483418782552,306.5139694213867,293.25543212890625,275.6022003173828,280.49530632468486,307.320405445648,395.29001028441166,584.6468836202298,16.747994098538634,17.530556335885294,19.881901576167497,24.179472360252813,54.84615525320875,78.0433751545624,27.558434041341116,0.0,100.0,100.0,0.695635907214753,221.11828995003424,84.36988874813888,95.79410935462789,24.7885767497894,20.270710042247213,4.517866707542186,1.440101238980765,1.393814228763288,58.552001953125,67.04010238045264,64.88533310460579,10.470065503757823,15.628533247787724,21.72914247764719,38.95408711381483,97.25427532757351,92.18494437406943,81.16331798199631,93.91426098151476,93.45052498534834,91.61490102120288,93.91426098151476,100.0,100.0,1.0509265242965915,72.93002780759767,0
4,2015-10-31,314.1659851074219,289.9207619653054,311.43749165164326,298.11866815626496,298.8196177475238,282.6540069580078,310.8884033203125,310.8884033203125,303.3459995814732,286.8864310128348,265.7655675252279,283.1722512245178,262.34201005299883,315.16526896158854,310.38010842459545,297.3072390601749,278.8895756219023,161.15147966538171,273.57592642423714,442.6400239173479,644.719215092705,12.694545272099418,16.540130786189,21.039011952022555,25.39132164919158,55.52153265843004,78.7113013298015,29.79393259684241,0.0,90.0,90.0,-0.6097937475677779,176.8508638202421,47.66335897828021,81.52500121452965,25.402410900091752,21.98127699486206,3.4211339052296914,5.372189008563185,5.943428167215084,47.89398193359375,52.784123432313834,58.39679979414521,11.210606729185944,10.117770259212232,17.986863569102884,32.253131116107255,68.0767790033094,73.8316794891401,72.51431028258202,85.88109162606929,91.59890620247911,72.744956254062,85.88109162606929,0.0,66.66666666666667,1.1295595325193641,60.40894406816376,1
5,2015-11-01,325.4309997558594,294.3602965395237,317.0720794562236,303.0254149821379,303.3656890832608,283.1370086669922,317.2170043945313,317.2170043945313,309.31042916434154,291.4427163260324,268.70350087483723,287.62889099121094,265.075026957194,320.01280110677084,315.901358468192,302.44651489257814,282.7389583464592,90.85327155069064,248.9050036483974,485.54901926211676,730.592769888537,9.531698251135033,15.776723476324145,22.03517686024137,27.029479645167736,56.174397483477286,79.35742269088186,31.996798197428404,0.0,80.0,80.0,0.6687199663329321,166.88259094373305,55.644589384470386,81.52500121452965,26.89567088708901,23.619408292271043,3.276262594817968,4.644879269200146,5.349085350493576,51.407989501953125,45.6379848666623,52.55711981473069,11.907845671252565,10.770693825443335,18.76046447862869,37.14311031523285,75.53857677614808,77.82229469223519,74.776110407215,84.14187577090355,87.97907612616251,88.06577003744569,84.14187577090355,21.743353175117946,40.58111772503931,1.1993910969409605,62.622415079343305,1
6,2015-11-02,361.1889953613281,302.7151268865433,329.897449093819,311.87781445384473,315.59826762968424,299.7239990234375,328.531201171875,328.531201171875,320.15171595982144,298.4250008719308,272.78546752929685,293.0928592681885,268.08387292226155,334.6701314290365,328.87100001743863,311.7460187639509,288.7057644423618,374.5398024020784,464.26331033740956,746.9099257236929,977.326636321364,19.353030832458217,21.546770299453456,27.3296528650419,31.262223790404995,57.01163332942885,80.38546901834835,36.384130859375034,0.0,100.0,100.0,0.8362087252923719,218.75739504308837,71.15755829937088,89.30225544212006,31.917600497871035,26.385472360804375,5.53212813706666,3.301999844642621,4.814176815444219,84.6929931640625,58.43063597924003,85.18940832153888,13.33800190637627,18.571122440484466,30.630820153283246,51.29602556251485,87.30888687022995,85.57877914968545,80.1420585642261,85.57561510109493,85.1995274993559,95.91611901177698,85.57561510109493,64.00550383921828,28.582952338112076,1.3286289355104008,69.41383595038674,1
7,2015-11-03,403.4169921875,315.304498915822,350.1029898891667,325.10307178836706,337.5751569141076,321.8999938964844,346.4435974121094,346.4435974121094,335.81300136021207,307.9931422642299,278.2907338460287,300.03276538848877,271.58049793243407,359.63206176757814,349.68731907435824,325.74495093936014,297.13360474289107,1321.5951629865071,1217.7848748769363,1431.7430692178157,1493.3017998860453,36.35375032904456,34.896774562657455,37.838380901114355,38.64326331828156,57.98481238513845,81.68111522452749,43.05516459147134,0.0,100.0,100.0,0.6894928508840795,278.432451163835,80.23022345822791,93.51107657614794,40.34039551097811,31.037113410862286,9.303282100115826,2.262901323182164,4.332759133899796,121.76300048828125,67.48368606492501,129.21047603430685,15.471289322659478,28.53610044960324,43.23141303756606,69.3186774226231,92.57961026691748,90.11511172911396,84.23831869154856,91.5270221568539,87.08150434295077,90.59917742133891,91.5270221568539,88.72226463284416,58.15704054906013,1.5587339085545437,71.02277741312395,1
8,2015-11-04,411.56298828125,327.33818079823897,368.315106180989,338.0200505929247,356.4088583920911,326.9334945678711,363.1531921386719,363.1531921386719,351.09085518973217,318.3710697719029,283.996733601888,308.33867168426514,275.564297803243,381.338525390625,368.62481580461775,339.5542637416295,305.7318147064537,1947.8125692016552,1739.62544173049,2006.9923189120757,2022.5343580693395,44.13402960530179,41.70881731397439,44.79946784184022,44.97259563411189,59.05732763549227,82.72213716652846,50.13746439615886,10.0,100.0,90.0,0.06867847650392872,294.0168929352436,81.47895627251441,96.0581603221337,47.269509177039765,36.447911999588115,10.82159717745165,1.3571147639502872,3.8994832205098167,127.88299560546875,67.49980864521757,193.9514462531418,17.65423980771642,25.470777221084905,45.08001935533981,71.21135679527528,93.25507314268378,90.7394781362572,84.86148443081962,83.30092308594796,86.8011867812989,63.38747282472787,83.30092308594796,100.00000000000001,84.24258949068748,1.822814561867725,54.18703060132921,1
9,2015-11-05,386.35400390625,334.71589400851667,377.0261501618414,346.4823531947834,361.13756132751314,326.9334945678711,377.5907958984375,377.5907958984375,361.4478541782924,326.39471217564176,288.67310028076173,317.3724060058594,279.927272605896,389.07212931315104,377.4406029837472,348.6186549595424,312.3355095647996,1221.8898697846691,1590.6437029837932,2141.8865671105477,2311.5685218037042,34.955541331592464,39.88287480841612,46.2805203850448,48.07877412958555,59.9529086334224,83.49150058578135,55.56649932861325,0.0,90.0,90.0,-0.2976567370951602,204.21158621884908,49.096863456984494,89.7012456746347,49.06147766716862,40.652433888781616,8.409043778387002,2.857973647107707,9.47654539650571,101.05401611328125,52.643372570437606,174.55630162782762,19.248935655788365,22.977668564006095,35.420266539447695,57.014259904123676,68.96930753958009,74.54843172849225,75.327216458146,68.26602217556011,81.0313224727873,50.811416280613415,68.26602217556011,0.0,62.90742154428139,2.0079395593685545,47.434610000750716,1
